Reference,doi,Composition,Location,Material,H2O technique,CO2 technique,Experimental apparatus,Sample,T_C,T_C sd,T_C sd type,P_bar,P_bar sd,P_bar sd type,H2O_wt%,H2O_wt% sd,H2O_wt% sd type,CO2_ppm,CO2_ppm sd,CO2_ppm sd type,SiO2_wt%,SiO2_wt% sd,SiO2_wt% sd type,Al2O3_wt%,Al2O3_wt% sd,Al2O3_wt% sd type,Na2O_wt%,Na2O_wt% sd,Na2O_wt% sd type,MgO_wt%,MgO_wt% sd,MgO_wt% sd type,CaO_wt%,CaO_wt% sd,CaO_wt% sd type,TiO2_wt%,TiO2_wt% sd,TiO2_wt% sd type,FeOT_wt%,FeOT_wt% sd,FeOT_wt% sd type,MnO_wt%,MnO_wt% sd,MnO_wt% sd type,K2O_wt%,K2O_wt% sd,K2O_wt% sd type,P2O5_wt%,P2O5_wt% sd,P2O5_wt% sd type,Fe3_FeT,Fe3_FeT sd,Fe3_FeT sd type,fO2,fO2 unit,fO2 sd,fO2 sd type,XH2Of,XH2Of sd,XH2Of sd type,XCO2f,XCO2f sd,XCO2f sd type,Fit_or_test,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,volatile-free analytical total,SiO2_n,TA_n,Symbol,Colour,calib_MagmaSat,calib_ShishkinaIdealMixing,calib_IaconoMarziano,calib_Liu,calib_Solwcad,model option,P_bar model,P_bar sd model,xgH2O model,xgH2O sd model,xgCO2 model,xgCO2 sd model
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-1.2,1200,10,A,1000,50,A,2.93,0.06,A,545,80,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.66,,NR,0.34,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,1641.301894,114.868026,0.514903779,0.035413466,0.485096221,0.035413466,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-1.3,1200,10,A,1000,50,A,2.62,0.15,A,567,80,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.62,,NR,0.38,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,1520.822748,133.3979541,0.458110014,0.043977176,0.541889986,0.043977176,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-1.4,1200,10,A,1000,50,A,2.27,0.06,A,772,98,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.55,,NR,0.45,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,1605.377285,139.0581637,0.329959957,0.029591961,0.670040043,0.029591961,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-1.5,1200,10,A,1000,50,A,1.46,0.13,A,727,102,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.28,,NR,0.72,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,1199.910717,152.9515923,0.141605576,0.045182949,0.858394424,0.045182949,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TB-2.1,1200,10,A,2000,50,A,5.28,0.06,A,0,0,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,2167.420873,41.41052436,1,0,0,0,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.2,1200,10,A,2000,50,A,4.91,0.1,A,604,92,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.78,,NR,0.22,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,2811.227923,145.0274362,0.691183777,0.031363297,0.308816223,0.031363297,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.3,1200,10,A,2000,50,A,3.22,0.08,A,1106,100,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.5,,NR,0.5,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,2465.899354,157.6479654,0.401921349,0.026697634,0.598078651,0.026697634,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.4,1200,10,A,2000,50,A,3.78,0.09,A,1003,90,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.6,,NR,0.4,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,2643.928619,149.8397103,0.486766287,0.027130493,0.513233713,0.027130493,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.5,1200,10,A,2000,50,A,1.87,0.07,A,1305,102,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.2,,NR,0.8,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,2066.554613,161.7729847,0.169331051,0.017822564,0.830668949,0.017822564,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-2.6,1200,10,A,2000,50,A,4.08,0.05,A,809,78,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.66,,NR,0.34,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,2584.152295,122.7447642,0.561575568,0.02640426,0.438424432,0.02640426,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.1,1200,10,A,3000,50,A,6.63,0.17,A,505,92,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.93,,NR,0.07,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,3832.311999,181.4716074,0.808090925,0.028260798,0.191909075,0.028260798,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.2,1200,10,A,3000,50,A,5.69,0.19,A,1309,85,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.71,,NR,0.29,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,4150.372632,199.0772827,0.588045745,0.023363983,0.411954255,0.023363983,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.4,1200,10,A,3000,50,A,3.24,0.13,A,1703,98,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.4,,NR,0.6,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,3160.658333,180.9931287,0.316433359,0.022319497,0.683566641,0.022319497,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-3.5,1200,10,A,3000,50,A,3.77,0.13,A,1525,102,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.51,,NR,0.49,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,3240.995387,172.9341402,0.395125126,0.023913808,0.604874874,0.023913808,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TB-4.1,1200,10,A,4000,50,A,7.64,0.19,A,0,0,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,3846.793813,148.9165437,1,0,0,0,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.2,1200,10,A,4000,50,A,5.91,0.18,A,2027,102,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.64,,NR,0.36,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,5088.549069,222.0746201,0.50827571,0.022153653,0.49172429,0.022153653,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.3,1200,10,A,4000,50,A,5.07,0.06,A,2350,111,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.53,,NR,0.47,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,4883.952379,212.3439206,0.417392282,0.017553639,0.582607718,0.017553639,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.4,1200,10,A,4000,50,A,3.08,0.13,A,2612,111,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.29,,NR,0.71,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,4035.094318,228.9507757,0.227182451,0.017367001,0.772817549,0.017367001,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-4.5,1200,10,A,4000,50,A,2.35,0.16,A,2760,109,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.19,,NR,0.81,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,3831.763174,246.8483071,0.147873756,0.019553354,0.852126244,0.019553354,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,ND,IHPV,TB-5.1,1200,10,A,5000,50,A,9.1,0.11,A,0,0,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,1,,NR,0,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,4947.327984,92.48339408,1,0,0,0,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.2,1200,10,A,5000,50,A,7.27,0.16,A,3012,103,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.67,,NR,0.33,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,7106.355316,273.8134695,0.502676033,0.018159696,0.497323967,0.018159696,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.3,1200,10,A,5000,50,A,5.91,0.14,A,3330,105,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.54,,NR,0.46,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,6434.690985,276.7396353,0.401383375,0.018439601,0.598616625,0.018439601,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.4,1200,10,A,5000,50,A,4.58,0.13,A,3420,109,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.44,,NR,0.56,,CALC,T,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,5688.367495,280.9214604,0.306685791,0.017033342,0.693314209,0.017033342,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Basalt,"Campi Flegrei, Italy",Synthetic,KFT,FTIR,IHPV,TB-5.5,1200,10,A,5000,50,A,2.66,0.18,A,3565,111,A,49.03,0.45,A,16.1,0.55,A,2.85,0.19,A,8.5,0.34,A,12.13,0.48,A,1.28,0.12,A,8.71,0.61,A,,,ND,1.56,0.06,A,,,ND,,,ND,,,,,0.2,,NR,0.8,,CALC,F,100.16,48.95167732,4.402955272,circle,#0173b2,N,N,N,N,ShishkinaIdealMixing,4809.193034,292.0237319,0.148874517,0.017506193,0.851125483,0.017506193,,,,,
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,ND,IHPV,TA-1.1,1100,10,A,1000,50,A,3.48,0.08,A,0,0,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,1,,NR,0,,CALC,T,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,981.3573828,37.67384623,1,0,0,0
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-1.2,1100,10,A,1000,50,A,3.42,0.06,A,67,12,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.82,,NR,0.18,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,1289.274051,62.49245833,0.741287171,0.031776529,0.258712829,0.031776529
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-1.3,1100,10,A,1000,50,A,2.78,0.06,A,130,14,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.71,,NR,0.29,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,1276.449687,63.52268207,0.531809065,0.025551202,0.468190935,0.025551202
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-1.4,1100,10,A,1000,50,A,1.96,0.06,A,170,20,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.6,,NR,0.4,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,1112.088322,83.50161917,0.319192857,0.027346662,0.680807143,0.027346662
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-1.5,1100,10,A,1000,50,A,0.68,0.06,A,281,24,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.21,,NR,0.79,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,1169.306143,94.37029691,0,0,1,0
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,ND,IHPV,TA-2.1,1100,10,A,2000,50,A,5.24,0.07,A,0,0,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,1,,NR,0,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,1872.562492,39.94864087,1,0,0,0
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-2.2,1100,10,A,2000,50,A,4.33,0.07,A,334,67,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.76,,NR,0.24,,CALC,T,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,2740.656837,249.4079976,0.509547135,0.04615259,0.490452865,0.04615259
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-2.3,1100,10,A,2000,50,A,3.13,0.07,A,498,55,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.59,,NR,0.41,,CALC,T,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,2750.158404,187.5612357,0.301675744,0.022119672,0.698324256,0.022119672
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-2.4,1100,10,A,2000,50,A,2.04,0.08,A,671,60,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.38,,NR,0.62,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,2874.534361,204.2681632,0.134001516,0.012953393,0.865998484,0.012953393
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-2.5,1100,10,A,2000,50,A,0.81,0.07,A,673,14,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.17,,NR,0.83,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,2504.283335,77.72003156,4.16E-05,0.000540794,0.999958371,0.000540794
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,ND,IHPV,TA-3.1,1100,10,A,3000,50,A,6.53,0.07,A,0,0,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,1,,NR,0,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,2647.317242,45.79505598,1,0,0,0
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-3.2,1100,10,A,3000,50,A,5.28,0.07,A,595,59,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.72,,NR,0.28,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,4146.55193,204.9649184,0.457610592,0.022499279,0.542389408,0.022499279
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-3.3,1100,10,A,3000,50,A,4.06,0.07,A,917,46,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.58,,NR,0.42,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,4529.12622,169.73043,0.277360758,0.010653056,0.722639242,0.010653056
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-3.4,1100,10,A,3000,50,A,3.01,0.07,A,1100,95,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.39,,NR,0.61,,CALC,T,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,4621.15896,295.8821554,0.168306144,0.011755067,0.831693856,0.011755067
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-3.5,1100,10,A,3000,50,A,0.78,0.06,A,1175,112,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.12,,NR,0.88,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,4063.721759,340.1144336,0,0,1,0
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,ND,IHPV,TA-4.1,1100,10,A,4000,50,A,8.93,0.08,A,0,0,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,1,,NR,0,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,4166.554057,52.55448324,1,0,0,0
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-4.2,1100,10,A,4000,50,A,6.62,0.08,A,1360,104,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.66,,NR,0.34,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,7328.526217,337.9936216,0.369603601,0.016627182,0.630396399,0.016627182
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-4.3,1100,10,A,4000,50,A,3.6,0.1,A,1637,126,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.42,,NR,0.58,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,6458.167941,383.4781362,0.161055998,0.011242463,0.838944002,0.011242463
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-4.4,1100,10,A,4000,50,A,3.68,0.06,A,1685,128,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.38,,NR,0.62,,CALC,F,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,6621.274095,378.002877,0.162408635,0.009631196,0.837591365,0.009631196
Fanara et al. (2015),10.2138/am-2015-5033,Trachyte,Campi Flegrei,Synthetic,KFT,FTIR,IHPV,TA-4.5,1100,10,A,4000,50,A,0.63,0.09,A,1683,128,A,60.31,0.48,A,18.32,0.46,A,2.81,0.16,A,1.31,0.13,A,4.11,0.1,A,0.42,0.01,A,5.21,0.16,A,,,ND,7.47,0.17,A,,,ND,,,,,,,,0.06,,NR,0.94,,CALC,T,,,,,99.96,60.33413365,10.28411365,circle,black,N,N,N,N,,ShishkinaIdealMixing,5564.563104,383.3968521,0,0,1,0
