Reference,doi,Composition,Location,Material,H2O technique,CO2 technique,Experimental apparatus,Sample,T_C,T_C sd,T_C sd type,P_bar,P_bar sd,P_bar sd type,H2O_wt%,H2O_wt% sd,H2O_wt% sd type,CO2_ppm,CO2_ppm sd,CO2_ppm sd type,SiO2_wt%,SiO2_wt% sd,SiO2_wt% sd type,Al2O3_wt%,Al2O3_wt% sd,Al2O3_wt% sd type,Na2O_wt%,Na2O_wt% sd,Na2O_wt% sd type,MgO_wt%,MgO_wt% sd,MgO_wt% sd type,CaO_wt%,CaO_wt% sd,CaO_wt% sd type,TiO2_wt%,TiO2_wt% sd,TiO2_wt% sd type,FeOT_wt%,FeOT_wt% sd,FeOT_wt% sd type,MnO_wt%,MnO_wt% sd,MnO_wt% sd type,K2O_wt%,K2O_wt% sd,K2O_wt% sd type,P2O5_wt%,P2O5_wt% sd,P2O5_wt% sd type,Fe3_FeT,Fe3_FeT sd,Fe3_FeT sd type,fO2,fO2 unit,fO2 sd,fO2 sd type,XH2Of,XH2Of sd,XH2Of sd type,XCO2f,XCO2f sd,XCO2f sd type,Fit_or_test,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,volatile-free analytical total,SiO2_n,TA_n,Symbol,Colour,calib_MagmaSat,calib_ShishkinaIdealMixing,calib_IaconoMarziano,calib_Liu,calib_Solwcad,model option,P_bar model,P_bar sd model,xgH2O model,xgH2O sd model,xgCO2 model,xgCO2 sd model
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A83,1300,5,A,2000,50,A,2.82,0.1,A,1460,160,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.24,0.15,A,0.76,0.15,CALC,F,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,5150.018652,418.7858956,0.151011761,0.014971775,0.848988239,0.014971775
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A84,1300,5,A,2000,50,A,2.12,0.16,A,1170,120,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.25,0.23,A,0.75,0.23,CALC,F,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,4061.089738,346.0581921,0.112330832,0.018349851,0.887669168,0.018349851
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A87,1300,5,A,2000,50,A,1.45,0.07,A,1310,140,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.35,0.28,A,0.65,0.28,CALC,F,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,4139.031979,375.512102,0.040450559,0.007784412,0.959549441,0.007784412
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A82,1300,5,A,2000,50,A,0.83,0.09,A,1380,140,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,6.912,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.15,0.25,A,0.85,0.25,CALC,T,,,,,99.722,57.60012836,4.943743607,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,4197.611597,375.5211947,3.78E-05,0.00048379,0.999962166,0.00048379
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A75,1300,5,A,5000,50,A,7.97,0.28,A,3210,340,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.49,0.17,A,0.51,0.17,CALC,T,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,12681.85099,851.2712642,0.317370766,0.023474939,0.682629234,0.023474939
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A76,1300,5,A,5000,50,A,5.57,0.11,A,3630,380,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.46,0.16,A,0.54,0.16,CALC,F,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,11936.70618,881.0843326,0.194693295,0.015490646,0.805306705,0.015490646
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A77,1300,5,A,5000,50,A,3.11,0.05,A,3740,380,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.17,0.24,A,0.83,0.24,CALC,T,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,10777.02669,889.5457449,0.085469332,0.007463014,0.914530668,0.007463014
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A74,1300,5,A,5000,50,A,0.89,0.09,A,4510,460,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.18,0.22,A,0.82,0.22,CALC,F,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,11632.22599,1073.510851,2.07E-05,0.000288328,0.999979311,0.000288328
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A79,1200,5,A,2000,50,A,3.33,0.14,A,1010,118,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.45,0.15,A,0.55,0.15,CALC,F,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,4191.434414,329.9620166,0.245460046,0.022245992,0.754539954,0.022245992
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A80,1200,5,A,2000,50,A,3.04,0.05,A,1300,130,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.128,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.21,0.21,A,0.79,0.21,CALC,F,,,,,99.938,57.47563489,4.933058496,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,4838.460904,351.6963412,0.18264613,0.014066964,0.81735387,0.014066964
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A81,1200,5,A,2000,50,A,1.78,0.28,A,1570,170,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,6.624,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.09,0.27,A,0.91,0.27,CALC,F,,,,,99.434,57.766961,4.958062635,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,5050.835943,465.522317,0.061992923,0.023880284,0.938007077,0.023880284
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A78,1200,5,A,2000,50,A,1.27,0.07,A,2230,230,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,5.544,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.27,0.26,A,0.73,0.26,CALC,F,,,,,98.354,58.40128515,5.012505846,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,6647.332061,589.0939541,0.013738657,0.004431771,0.986261343,0.004431771
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A93,1200,5,A,5000,50,A,7.81,0.28,A,3300,340,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.47,0.17,A,0.53,0.17,CALC,T,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,12774.82426,816.571025,0.306105098,0.022433109,0.693894902,0.022433109
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A94,1200,5,A,5000,50,A,4.05,0.07,A,4030,420,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.29,0.22,A,0.71,0.22,CALC,F,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,11963.145,976.0046312,0.117855245,0.010296163,0.882144755,0.010296163
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A96,1200,5,A,5000,50,A,2.24,0.09,A,4140,430,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.22,0.19,A,0.78,0.19,CALC,F,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,11329.85256,1012.738573,0.045133942,0.005361269,0.954866058,0.005361269
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A89,1200,5,A,5000,50,A,1.26,0.07,A,3700,370,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,6.048,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.05,0.26,A,0.95,0.26,CALC,F,,,,,98.858,58.10354245,4.98695098,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,10188.13639,888.5971923,0.008944827,0.002961915,0.991055173,0.002961915
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A90,1100,5,A,2000,50,A,2.99,0.06,A,1580,180,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.51,0.37,A,0.49,0.37,CALC,F,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,5554.611537,460.5241267,0.154969069,0.013569904,0.845030931,0.013569904
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A91,1100,5,A,2000,50,A,2,0.14,A,1800,190,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.28,0.2,A,0.72,0.2,CALC,F,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,5623.956009,490.4166966,0.071191948,0.011530716,0.928808052,0.011530716
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A98,1100,5,A,5000,50,A,7.72,0.24,A,4540,470,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.53,0.14,A,0.47,0.14,CALC,F,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,15606.53934,1067.519383,0.245570297,0.018706065,0.754429703,0.018706065
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A99,1100,5,A,5000,50,A,4.56,0.12,A,4290,440,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.34,0.23,A,0.66,0.23,CALC,T,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,12827.01542,1030.336725,0.132864605,0.011910069,0.867135395,0.011910069
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A100,1100,5,A,5000,50,A,3.1,0.06,A,4450,460,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,0.22,0.2,A,0.78,0.2,CALC,F,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,12398.6129,1079.88864,0.073830044,0.00684843,0.926169956,0.00684843
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A160,1100,5,A,5000,50,A,9.98,0.11,A,0,0,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,1,0,A,0,0,CALC,F,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,5406.402584,72.26985283,1,0,0,0
Botcharnikov et al. (2006) Chem. Geol.,10.1016/j.chemgeo.2006.01.016,Andesite,"Unzen, Japan",Synthetic,FTIR,FTIR,IHPV,A1,1100,5,A,2000,50,A,5.48,0.1,A,0,0,A,57.44,0.01,R,17.53,0.01,R,3.32,0.01,R,4.31,0.01,R,7.42,0.01,R,1.06,0.01,R,7.2,0.01,R,0.12,0.01,R,1.61,0.01,R,,,ND,,,,[+1.5 to +4],DFMQ,,,1,0,A,0,0,CALC,F,,,,,100.01,57.43425657,4.929507049,diamond,#029e73,Y,N,Y,N,,ShishkinaIdealMixing,2253.878433,63.76751407,1,0,0,0
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,ClC148,1200,5,A,2000,50,A,5.24,0.13,A,407,81,A,54.33,0.52,A,16.61,0.27,A,3.17,0.26,A,4.11,0.12,A,6.98,0.27,A,1.01,0.07,A,7.18,0.36,A,0.11,0.12,A,1.55,0.11,A,,,ND,,,,[+2 to +4],DFMQ,,,0.836,0.044,A,0.143,0.006,A,F,,,,,95.05,57.15938979,4.96580747,diamond,#029e73,N,N,N,N,,ShishkinaIdealMixing,3520.873787,271.295387,0.597567835,0.044521834,0.402432165,0.044521834
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,ClC149,1200,5,A,2000,50,A,4.92,0.1,A,360,91,A,54.03,0.48,A,16.62,0.27,A,3.2,0.29,A,4.1,0.12,A,7,0.18,A,1,0.07,A,6.89,0.49,A,0.1,0.11,A,1.56,0.13,A,,,ND,,,,[+2 to +4],DFMQ,,,0.843,0.032,A,0.141,0.005,A,T,,,,,94.5,57.17460317,5.037037037,diamond,#029e73,N,N,N,N,,ShishkinaIdealMixing,3152.61876,284.6797476,0.607407542,0.05496799,0.392592458,0.05496799
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,ClC150,1200,5,A,2000,50,A,5.06,0.08,A,317,86,A,54.3,0.69,A,16.55,0.24,A,3.16,0.32,A,4.11,0.17,A,7,0.28,A,0.98,0.08,A,6.87,0.5,A,0.09,0.12,A,1.54,0.1,A,,,ND,,,,[+2 to +4],DFMQ,,,0.841,0.029,A,0.144,0.005,A,F,,,,,94.6,57.39957717,4.968287526,diamond,#029e73,N,N,N,N,,ShishkinaIdealMixing,3143.174365,288.6446238,0.636917857,0.058737047,0.363082143,0.058737047
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,ClC151,1200,5,A,2000,50,A,5.14,0.1,A,361,92,A,54.5,0.43,A,16.75,0.3,A,3.18,0.24,A,4.16,0.18,A,6.97,0.3,A,1.04,0.06,A,7.13,0.44,A,0.12,0.06,A,1.53,0.11,A,,,ND,,,,[+2 to +4],DFMQ,,,0.845,0.029,A,0.154,0.005,A,T,,,,,95.38,57.13986161,4.938142168,diamond,#029e73,Y,N,N,N,,ShishkinaIdealMixing,3317.024711,301.9093571,0.619176088,0.056783201,0.380823912,0.056783201
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,ClC152,1200,5,A,2000,50,A,4.92,0.11,A,380,116,A,54.78,0.49,A,16.72,0.3,A,3.16,0.23,A,4.11,0.22,A,7.08,0.3,A,1.01,0.08,A,6.86,0.49,A,0.12,0.12,A,1.53,0.1,A,,,ND,,,,[+2 to +4],DFMQ,,,0.863,0.032,A,0.134,0.004,A,F,,,,,95.37,57.43944637,4.917689001,diamond,#029e73,Y,N,N,N,,ShishkinaIdealMixing,3242.908899,381.1162763,0.596100128,0.073499178,0.403899872,0.073499178
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,ClC153,1200,5,A,2000,50,A,4.9,0.09,A,459,119,A,54.44,0.46,A,16.6,0.31,A,3.19,0.37,A,4.15,0.16,A,7.06,0.31,A,0.99,0.05,A,6.95,0.4,A,0.07,0.12,A,1.54,0.08,A,,,ND,,,,[+2 to +4],DFMQ,,,0.857,0.028,A,0.137,0.004,A,F,,,,,94.99,57.31129593,4.979471523,diamond,#029e73,Y,N,N,N,,ShishkinaIdealMixing,3488.587961,389.8330266,0.548232498,0.062047763,0.451767502,0.062047763
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,ClC1171,1200,5,A,2000,50,A,5.24,0.09,A,521,89,A,54.38,0.51,A,16.44,0.23,A,3.03,0.23,A,4.01,0.17,A,7.11,0.28,A,0.95,0.05,A,7.32,0.17,A,0.05,0.08,A,1.52,0.06,A,,,ND,,,,[+2 to +4],DFMQ,,,0.763,0.037,A,0.198,0.007,A,F,,,,,94.81,57.3568189,4.799071828,diamond,#029e73,N,N,N,N,,ShishkinaIdealMixing,3860.661087,278.0555003,0.549147445,0.038881682,0.450852555,0.038881682
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,ClC1172,1200,5,A,2000,50,A,5.13,0.1,A,569,121,A,54.82,0.22,A,16.43,0.2,A,3.18,0.17,A,3.95,0.13,A,7.2,0.28,A,0.93,0.04,A,7,0.22,A,0.05,0.09,A,1.53,0.07,A,,,ND,,,,[+2 to +4],DFMQ,,,0.785,0.034,A,0.192,0.006,A,F,,,,,95.09,57.65064676,4.953202229,diamond,#029e73,N,N,N,N,,ShishkinaIdealMixing,3935.889666,369.8868826,0.519902342,0.048981731,0.480097658,0.048981731
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,Cl130,1200,5,A,2000,50,A,5.95,0.1,A,0,0,A,54.65,0.33,A,16.46,0.26,A,3.09,0.17,A,4.01,0.22,A,6.95,0.25,A,0.98,0.06,A,6.9,0.48,A,0.08,0.1,A,1.6,0.05,A,,,ND,,,,[+2 to +4],DFMQ,,,0.997,0.052,A,0.003,0.052,CALC,F,,,,,94.72,57.69636824,4.951435811,diamond,#029e73,Y,N,N,N,,ShishkinaIdealMixing,2563.589635,69.13000199,1,0,0,0
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,Cl131,1200,5,A,2000,50,A,5.76,0.1,A,0,0,A,54,0.58,A,16.31,0.12,A,3.09,0.17,A,3.98,0.13,A,6.74,0.35,A,0.97,0.06,A,6.64,0.28,A,0.06,0.11,A,1.59,0.08,A,,,ND,,,,[+2 to +4],DFMQ,,,0.983,0.057,A,0.017,0.057,CALC,F,,,,,93.38,57.82822874,5.011779824,diamond,#029e73,N,N,N,N,,ShishkinaIdealMixing,2433.804523,66.40580597,1,0,0,0
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,Cl239,1200,5,A,2000,50,A,5.54,0.08,A,0,0,A,53.62,0.56,A,16.35,0.24,A,3.16,0.25,A,4.1,0.14,A,6.93,0.3,A,0.91,0.08,A,6.82,0.3,A,0.13,0.07,A,1.55,0.12,A,,,ND,,,,[+2 to +4],DFMQ,,,0.942,0.053,A,0.058,0.053,CALC,F,,,,,93.57,57.30469167,5.033664636,diamond,#029e73,N,N,N,N,,ShishkinaIdealMixing,2285.145199,54.33177146,1,0,0,0
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,Cl84,1085,5,A,2000,50,A,5.88,0.1,A,0,0,A,53.6,0.26,A,16.18,0.13,A,3.03,0.16,A,4,0.08,A,7,0.16,A,0.96,0.03,A,6.95,0.2,A,0.1,0.03,A,1.55,0.05,A,,,ND,,,,[+2 to +4],DFMQ,,,0.996,0.048,A,0.004,0.048,CALC,F,,,,,93.37,57.40601906,4.905215808,diamond,#029e73,Y,N,N,N,,ShishkinaIdealMixing,2517.055066,69.26659168,1,0,0,0
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,Cl85,1085,5,A,2000,50,A,5.99,0.1,A,0,0,A,53.58,0.2,A,16.09,0.12,A,3,0.12,A,3.94,0.08,A,7,0.14,A,0.97,0.04,A,7.06,0.32,A,0.11,0.04,A,1.54,0.08,A,,,ND,,,,[+2 to +4],DFMQ,,,0.991,0.053,A,0.009,0.053,CALC,F,,,,,93.29,57.43380855,4.866545182,diamond,#029e73,Y,N,N,N,,ShishkinaIdealMixing,2594.557119,70.86297751,1,0,0,0
Botcharnikov et al. (2007) EJM,10.1127/0935-1221/2007/0019-1752,Andesite,"Unzen, Japan",Synthetic,KFT,FTIR,IHPV,Cl86,1085,5,A,2000,50,A,6.1,0.1,A,0,0,A,53.36,0.24,A,16.02,0.15,A,2.97,0.14,A,3.96,0.07,A,6.93,0.12,A,0.95,0.04,A,6.9,0.27,A,0.09,0.05,A,1.54,0.05,A,,,ND,,,,[+2 to +4],DFMQ,,,0.976,0.06,A,0.024,0.06,CALC,F,,,,,92.72,57.54961173,4.864106989,diamond,#029e73,N,N,N,N,,ShishkinaIdealMixing,2669.414748,68.87283067,1,0,0,0
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,1901,1125,6,A,3100,100,A,2.73,0.05,A,1275,27,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,,,,,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,,ShishkinaIdealMixing,3993.856378,74.85537011,0.185534336,0.005874069,0.814465664,0.005874069
Mangan et al. (2021) Am Min,10.2138/am-2021-7531,Basaltic andesite,"Pavlof, Alaksa USA",Natural,SIMS,SIMS,PC,1910,1125,6,A,3100,100,A,3.83,0.06,A,1168,62,A,53,0.1,A,18.9,0.1,A,3.54,0.07,A,4.5,0.03,A,8.94,0.07,A,1.17,0.05,A,8.96,0.22,A,0.28,0.04,A,0.6,0.01,A,,,ND,,,,0,NNO,,,,,ND,,,ND,F,,,,,99.89,53.0583642,4.144559015,triangle-up,#de8f05,N,N,N,N,,ShishkinaIdealMixing,4316.432463,147.665613,0.302375904,0.011100931,0.697624096,0.011100931
